internal_model_id,external_model_id,model_name,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0,"(1,1)",工作日-高负荷期,2242.504916666667,2605.552791666667,2840.256333333334,2754.523541666667,2413.142708333333,2211.357625,1679.153208333333,1103.720958333333,935.8354166666667,950.7236666666666,1112.587416666667,1099.187416666667,1829.671125,1933.619666666667,1976.660041666667,2054.457541666667,1713.777958333333,1686.634041666667,1954.536166666667,2065.241708333333,1718.0435,1975.877166666667,2131.295583333334,2178.110333333334
1,"(1,2)",工作日-低负荷期,1387.525384615385,1675.479230769231,1824.325384615384,1781.240769230769,1459.963846153846,1342.929230769231,1087.283076923077,609.1061538461538,351.336923076923,376.4792307692308,377.3446153846154,332.5869230769231,648.6576923076924,813.7615384615383,764.9423076923077,764.6538461538462,542.6076923076923,531.1615384615385,748.2346153846154,807.1269230769232,684.75,908.1576923076924,927.2538461538462,898.7192307692308
2,"(2,1)",休息日-高负荷期,2327.63067357513,2758.259477879633,2906.660782184137,2781.245548027102,2432.483246562375,2272.294070097649,1672.847009017537,1006.442592168195,909.0974541650061,896.095729623356,788.7585243124751,661.3816555400558,1092.47344061379,1315.687052610602,1322.274558838183,1577.752497758071,1379.261253985652,1541.517269828617,1930.619295286967,1983.141753437624,1581.112048126744,1856.603592815863,2069.135425966521,2123.561441809486
3,"(2,2)",休息日-低负荷期,980.3626666666665,1051.370166666667,1075.144833333333,1102.9845,1008.86,855.5185000000001,693.3656666666667,415.0743333333333,122.0223333333333,54.03483333333334,14.529,33.03,187.0273333333334,282.9683333333333,363.9698333333334,428.8191666666667,378.7941666666667,357.3525,635.7386666666666,822.3031666666667,802.6908333333334,954.5210000000003,957.8778333333332,941.9318333333333
4,"(3,1)",同类日-高负荷期,2201.196599526066,2544.783672985782,2763.922393364929,2680.549052132702,2310.012701421801,2141.922725118483,1701.355082938388,1137.393815165877,963.618210900474,945.66009478673,937.860308056872,727.1205687203792,1316.170722748815,1441.545059241706,1616.157701421801,1794.184028436019,1501.122973933649,1626.766706161137,2038.163376777251,1980.869182464455,1580.718981042654,1887.64048578199,2070.757132701422,2113.540225118483
5,"(3,2)",同类日-低负荷期,1655.560178571428,1976.528035714286,1856.056428571429,1619.753571428571,1329.846428571429,1266.728571428572,1234.007142857143,971.8283928571427,740.6674999999999,699.8248214285713,654.3210714285716,286.9283928571428,580.8928571428571,654.3605357142857,903.6385714285715,1183.731785714286,1132.764285714286,1317.435714285714,1339.442678571428,1003.345714285714,725.8564285714285,1075.731607142857,1226.492142857143,1280.524285714286
