day_index,daily_throughput_kwh,daily_net_cashflow_yuan,soc_open,soc_close
1,11640.06441851525,4586.729278841579,0.5,0.4800012378479223
2,11889.527431157841,4725.460767759996,0.4800012378479223,0.4600721557390623
3,12261.064125343602,4892.697592571614,0.4600721557390623,0.4403238720672591
4,12507.498257169153,5032.461714639869,0.4403238720672591,0.420538622499646
5,12880.385011012035,5203.259412140007,0.420538622499646,0.4005683841009794
6,13267.257019599667,5365.136092276964,0.4005683841009794,0.380820406004483
7,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
8,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
9,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
10,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
11,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
12,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
13,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
14,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
15,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
16,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
17,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
18,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
19,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
20,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
21,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
22,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
23,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
24,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
25,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
26,18226.49446248581,6794.802988384051,0.380820406004483,0.380820406004483
27,13690.654477212309,5539.198177929419,0.380820406004483,0.3608900691946357
28,17209.26947737398,6680.427985881373,0.3608900691946357,0.36089006919463573
29,17209.26947737398,6680.427985881373,0.36089006919463573,0.36089006919463573
30,17209.26947737398,6680.427985881373,0.36089006919463573,0.36089006919463573
31,17209.26947737398,6680.427985881373,0.36089006919463573,0.36089006919463573
32,16940.170572771676,5639.561943743873,0.36089006919463573,0.34092673251315675
33,17297.425926173237,5768.12420232123,0.34092673251315675,0.3210364875515511
34,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
35,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
36,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
37,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
38,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
39,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
40,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
41,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
42,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
43,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
44,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
45,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
46,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
47,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
48,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
49,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
50,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
51,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
52,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
53,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
54,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
55,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
56,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
57,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
58,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
59,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
60,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
61,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
62,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
63,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
64,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
65,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
66,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
67,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
68,17624.48819172682,5765.900667993247,0.3210364875515511,0.3210364875515511
69,17470.56724189368,5847.410942225079,0.3210364875515511,0.30103895190344926
70,21655.319455317454,6651.973959926625,0.30103895190344926,0.30103895190344926
71,21655.319455317454,6651.973959926625,0.30103895190344926,0.30103895190344926
72,21441.40866571604,6596.667967489859,0.30103895190344926,0.30103895190344926
73,21441.40866571604,6596.667967489859,0.30103895190344926,0.30103895190344926
74,21441.40866571604,6596.667967489859,0.30103895190344926,0.30103895190344926
75,21441.40866571604,6596.667967489859,0.30103895190344926,0.30103895190344926
76,17569.907621881364,5902.578566785263,0.30103895190344926,0.281056349030955
77,17958.50373304194,6037.396841422291,0.281056349030955,0.2610691805371323
78,18159.44867416784,6109.669113490891,0.2610691805371323,0.2410700207873269
79,18565.847117965237,6238.247802903791,0.2410700207873269,0.22107895816435089
80,18925.016157109098,6350.522873234899,0.22107895816435089,0.20108088916934413
81,21698.792242628042,6707.399066498199,0.20108088916934413,0.20108088916934413
82,21698.792242628042,6707.399066498199,0.20108088916934413,0.20108088916934413
83,21599.748081290552,6796.531821797385,0.20108088916934413,0.20108088916934413
84,19208.158462757576,6435.065605888361,0.20108088916934413,0.18110779508275007
85,21627.60495561111,6761.095516255843,0.18110779508275007,0.18110779508275007
86,19871.509964131994,6513.7977484520725,0.18110779508275007,0.18110779508275004
87,19871.509964131994,6513.7977484520725,0.18110779508275004,0.18110779508275004
88,19871.509964131994,6513.7977484520725,0.18110779508275004,0.18110779508275004
89,19871.509964131994,6513.7977484520725,0.18110779508275004,0.18110779508275004
90,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
91,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
92,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
93,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
94,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
95,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
96,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
97,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
98,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
99,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
100,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
101,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
102,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
103,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
104,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
105,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
106,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
107,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
108,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
109,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
110,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
111,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
112,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
113,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
114,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
115,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
116,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
117,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
118,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
119,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
120,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
121,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
122,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
123,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
124,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
125,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
126,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
127,19874.487771920387,6514.69551909584,0.18110779508275004,0.18110779508275004
