代表日序号,代表日净经营现金流_元,代表日吞吐量_kWh,代表日最大充电功率_kW,代表日最大放电功率_kW,代表日SOC起点,代表日SOC终点
70.0,6651.973959926625,21655.319455317454,2041.9638438307509,1464.1733317384108,0.30103895190344926,0.30103895190344926
