internal_model_id,strategy_id,strategy_name,rated_power_kw,rated_energy_kwh,effective_power_cap_kw,evaluation_mode,annual_arbitrage_revenue_yuan,annual_service_capacity_revenue_yuan,annual_service_delivery_revenue_yuan,annual_service_penalty_yuan,annual_degradation_cost_yuan,annual_transformer_penalty_yuan,annual_voltage_penalty_yuan,annual_demand_saving_yuan,annual_net_operating_cashflow_yuan,annual_battery_throughput_kwh,annual_equivalent_full_cycles,transformer_violation_hours,max_transformer_slack_kw,soc_start,soc_end,soc_terminal_drift
node09_联合汽车电子有限公司芜湖分公司5362030782-SCB9-10005,阳光电源_ST510CS-4H-CN,ST510CS-4H-CN,2438.553786738753,10906.496168333222,2194.6984080648776,full_recheck,2342640.4236575584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342640.4236575584,6764451.473699146,310.1111195243247,0.0,0.0,0.5,0.11002565905058462,-0.3899743409494154
