internal_model_id,strategy_id,strategy_name,rated_power_kw,rated_energy_kwh,project_life_years,discount_rate,initial_investment_yuan,total_replacement_cost_yuan,total_salvage_value_yuan,npv_yuan,irr,simple_payback_years,discounted_payback_years,annualized_net_cashflow_yuan,lc_net_profit_yuan,energy_capex_yuan,power_capex_yuan,safety_markup_yuan,integration_markup_yuan,other_capex_yuan,total_capex_yuan,effective_power_cap_kw,annual_arbitrage_revenue_yuan,annual_service_capacity_revenue_yuan,annual_service_delivery_revenue_yuan,annual_service_penalty_yuan,annual_demand_saving_yuan,annual_degradation_cost_yuan,annual_transformer_penalty_yuan,annual_voltage_penalty_yuan,annual_om_cost_yuan,annual_gross_revenue_yuan,annual_service_net_revenue_yuan,annual_operating_cost_yuan,annual_net_operating_cashflow_before_om_yuan,annual_net_operating_cashflow_after_om_yuan,annual_battery_throughput_kwh,annual_equivalent_full_cycles,transformer_violation_hours,max_transformer_slack_kw
node09_联合汽车电子有限公司芜湖分公司5362030782-SCB9-10005,阳光电源_ST510CS-4H-CN,ST510CS-4H-CN,2438.553786738753,10906.496168333222,20,0.06,10191946.743913004,0.0,509597.3371956502,15884898.882361034,0.21818024879445058,4.491570665867528,5.397337408267843,2281923.215910832,35446517.574303634,9128737.292894907,1063209.4510180962,0.0,0.0,0.0,10191946.743913004,2194.6984080648776,2342640.4236575584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70951.77405609415,2342640.4236575584,0.0,70951.77405609415,2342640.4236575584,2271688.649601464,6764451.473699146,310.1111195243247,0.0,0.0
