internal_model_id,external_model_id,model_name,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0,"(1,1)",工作日-高负荷期,9.865263157894736,9.896184210526316,9.365723684210524,9.575197368421051,10.16138157894737,11.18710526315789,16.55467105263158,19.34355263157895,36.22598684210526,44.70467105263157,46.52532894736842,50.65605263157895,55.78223684210526,53.13888157894737,44.46322368421052,39.89230263157894,38.62993421052632,31.55348684210526,22.22032894736842,18.79190789473684,17.50289473684211,15.61322368421053,13.93039473684211,10.58921052631579
1,"(1,2)",工作日-中间负荷期1,8.84345,8.41475,8.6192,8.38325,8.727500000000001,9.5936,11.8379,13.31915,21.88195000000001,29.5252,30.79605,32.63925,35.9098,36.6765,29.2614,25.05315,24.39455,21.91235,18.74355,17.09345,16.0049,14.9114,13.34585,9.9269
2,"(1,3)",工作日-中间负荷期2,7.009166666666666,6.969166666666666,7.115833333333334,7.329166666666667,7.181666666666666,8.7625,8.995833333333332,9.0025,13.11861111111111,16.39166666666667,18.61,21.32666666666667,22.165,20.06166666666667,21.0625,20.8775,20.16666666666667,17.1925,15.56583333333333,14.2375,13.74,14.195,13.19083333333333,9.219166666666666
3,"(1,4)",工作日-低负荷期,8.359375,8.294453125,8.351015625,8.22828125,8.480546875,9.5490625,9.96390625,10.8240625,13.760546875,14.658203125,17.794765625,19.324140625,18.71125,16.733125,16.678984375,14.823671875,14.60140625,14.0525,14.787421875,14.167578125,13.33296875,12.367421875,11.872578125,9.274609375
4,"(2,1)",休息日-高负荷期,9.562446747265401,10.18400331030512,9.415143206678183,10.08267199194013,9.88297855497985,10.34953511801957,13.80414723661485,13.88834268854346,14.49448258491652,18.21228914795625,17.6609290443293,17.53873560736903,15.83570883707541,14.60254317789292,15.2346552964882,15.89537852619459,17.04318508923431,15.53710276338515,16.77865932642487,16.17174366724237,14.81802245250432,14.18457901554404,13.91530224525043,11.09533103051238
5,"(2,2)",休息日-中间负荷期1,9.575234374999999,9.1484375,9.154921875,9.06296875,9.20671875,10.696015625,11.88375,12.398828125,14.022890625,17.34546875,16.88203125,17.718359375,17.523203125,17.363125,17.72890625,16.356171875,16.0578125,15.768046875,14.39875,13.982265625,13.69484375,12.343203125,11.935390625,9.32328125
6,"(2,3)",休息日-中间负荷期2,8.7625,8.001999999999999,8.255500000000001,8.389,8.489499999999998,8.986,8.635,8.742999999999999,9.547,11.206,12.3325,14.065,10.606,12.01,11.0575,7.286500000000001,7.203999999999999,7.849000000000001,8.2015,8.314,7.705000000000001,7.888,8.3305,7.6075
7,"(2,4)",休息日-低负荷期,7.919583333333333,8.024791666666667,7.920416666666667,7.8384375,8.115625,9.034895833333334,9.0565625,9.045833333333333,9.942187500000001,10.91072916666666,10.99375,11.99489583333333,10.73416666666667,10.873125,11.93458333333334,10.15072916666667,9.350208333333333,9.9196875,10.3509375,10.665625,10.43364583333333,10.14635416666667,9.97875,8.011249999999999
8,"(3,1)",同类日-高负荷期,10.54852739726027,10.45890410958904,10.29325342465753,10.43914383561644,10.63517123287671,12.6136301369863,17.80095890410959,20.62417808219178,33.61476027397261,43.18465753424658,43.7582191780822,46.48013698630137,50.19962328767123,47.53102739726027,42.20226027397261,35.87482876712329,35.005,31.42698630136987,22.41414383561644,19.73667808219178,17.9754794520548,15.60003424657534,13.98352739726027,10.88756849315068
9,"(3,2)",同类日-中间负荷期1,8.62904761904762,8.509226190476191,8.363571428571428,8.35904761904762,8.484107142857145,9.923630952380952,11.87434523809524,13.06428571428571,21.9102380952381,27.84702380952382,27.79023809523809,28.89202380952381,30.41666666666666,28.55142857142857,23.04136904761905,21.03154761904762,21.33642857142857,19.0575,18.86392857142857,17.68392857142857,16.6675,13.11672619047619,11.84863095238095,9.23154761904762
10,"(3,3)",同类日-中间负荷期2,7.573928571428572,7.863214285714285,7.265714285714286,7.344642857142857,7.616785714285714,8.985714285714286,9.6225,8.911785714285713,20.11642857142857,25.31928571428572,17.59785714285714,20.43071428571428,25.53857142857143,22.10321428571428,17.66571428571428,12.54535714285714,12.57892857142857,11.04642857142857,9.47607142857143,10.08857142857143,10.10678571428572,9.782142857142858,9.728571428571428,7.628214285714286
11,"(3,4)",同类日-低负荷期,8.631785714285714,8.394571428571428,8.324714285714284,8.428428571428572,8.35257142857143,9.793857142857142,9.73492857142857,9.836285714285712,12.28257142857143,13.65592857142857,14.44707142857143,15.15228571428571,14.626,14.22357142857143,14.29364285714286,12.13192857142857,12.71285714285714,12.54742857142857,13.52028571428571,12.85471428571429,12.68285714285714,12.14028571428571,11.53664285714286,9.362071428571431
