internal_model_id,external_model_id,model_name,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0,"(1,1)",工作日-高负荷期,74.69570796460175,74.81201327433628,73.95586283185841,73.06230088495576,73.49743362831857,88.5979646017699,221.9504646017699,287.695110619469,361.8002433628319,382.653407079646,375.8742256637168,368.3385398230089,342.2667256637168,316.7801769911504,325.0936061946902,334.1035619469027,328.8825221238938,313.2773451327433,234.6829424778761,149.1424336283186,121.3718362831859,98.73006637168143,79.94982300884958,75.45732300884957
1,"(1,2)",工作日-低负荷期,54.61436320754716,54.36672169811322,54.30198113207548,55.44502358490566,54.78841981132076,61.01518867924528,125.3531603773585,147.074858490566,179.2700235849056,194.043608490566,195.0324056603774,194.958820754717,178.9289858490566,159.9391273584905,171.6493867924528,182.5813443396226,183.3214386792453,176.6085849056604,135.9133018867925,95.86860849056602,81.8291037735849,70.98665094339623,59.00540094339624,55.25150943396226
2,"(2,1)",休息日-高负荷期,75.44513508512213,75.22557364914877,75.80713466215501,74.56027730781432,74.75362403510627,75.06253198688802,78.82174606111874,88.89881727820662,119.0277762503965,131.6506127736068,134.7971737866131,134.835826636354,130.258561118748,131.0466527439991,132.3517851855768,133.2890094638892,129.7584276197526,120.196927408269,107.9777231151528,97.38545759754678,90.81130432483873,88.24138574600825,78.69605900391244,77.89114042508196
3,"(2,2)",休息日-低负荷期,55.09227272727272,55.73313636363637,55.60772727272727,54.32722727272728,54.81618181818182,55.92345454545455,64.09504545454546,68.20495454545454,74.06786363636363,78.3436818181818,79.60163636363635,80.3789090909091,77.74913636363635,77.01959090909091,80.70140909090908,83.41572727272727,83.50568181818181,78.96204545454546,76.67727272727272,69.37913636363636,67.34186363636363,65.4723181818182,57.12009090909092,56.06313636363635
4,"(3,1)",同类日-高负荷期,69.71339285714286,70.52000000000001,68.86678571428571,67.91035714285715,69.93785714285714,78.41535714285715,186.2175,243.6542857142857,323.51375,336.5717857142857,326.7494642857143,322.1825,301.4048214285714,280.9216071428572,293.071607142857,304.1182142857143,301.8892857142858,279.1294642857143,210.4780357142858,138.1855357142857,115.0478571428572,92.15964285714286,75.87392857142858,70.64821428571427
5,"(3,2)",同类日-低负荷期,59.02964285714285,58.43964285714286,59.46732142857142,59.62026785714287,58.940625,64.99491071428572,111.1327678571429,133.9040178571428,162.7357142857143,173.14125,170.99,167.3733928571428,153.4327678571429,142.5295535714286,146.77,155.2452678571428,150.7132142857143,145.6726785714286,115.4641071428571,88.42803571428571,78.46910714285715,71.98714285714286,61.09267857142856,59.40750000000001
