internal_model_id,external_model_id,model_name,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0,"(1,1)",工作日-高负荷期,985.7746666666667,1150.814333333333,1154.561,1141.921,1145.867666666666,1022.521333333333,803.4813333333333,532.0013333333333,195.1745,103.1611666666667,86.30799999999999,101.6813333333333,113.6413333333333,49.89466666666667,114.2946666666667,170.8813333333334,283.3746666666667,262.8146666666667,879.1879999999999,1193.414333333333,1245.081166666667,1216.560833333333,1218.028,1136.587833333333
1,"(1,2)",工作日-中间负荷期1,870.0322368421052,1035.626315789474,1075.163947368421,1046.161381578947,1041.592894736842,882.1761184210526,786.9746052631577,548.860855263158,242.6963157894737,112.2936842105263,131.4542105263158,165.2068421052632,199.8118421052631,135.1355263157895,190.0671052631579,315.0354605263157,416.76125,348.3649342105263,891.4423684210526,1134.166513157895,1183.894407894737,1166.638684210526,1155.230921052631,1093.882368421053
2,"(1,3)",工作日-低负荷期,613.1618617021276,815.4767021276596,847.5661170212767,819.0725,836.6555319148936,669.2470212765958,651.4384574468086,558.310744680851,272.0725531914894,118.7874468085106,158.0597872340426,190.5917021276596,247.5099999999999,122.0248936170213,274.3908510638298,378.9908510638298,438.3993085106383,269.0334042553191,746.9525531914894,912.0121276595746,949.3950531914896,937.6589361702127,908.7652659574468,813.7269680851061
3,"(2,1)",休息日-高负荷期,981.63,1164.463333333333,1157.796666666667,1154.663333333333,1144.43,1008.663333333333,826.23,526.3299999999999,145.5966666666667,51.23,52.86333333333332,72.89666666666666,1612.221666666667,1572.621666666667,1657.821666666667,1697.321666666667,1846.721666666667,1792.855,1981.4,2280.4,2328.933333333333,2289.066666666667,2296.466666666667,2207.2
4,"(2,2)",休息日-中间负荷期1,905.960282173365,1054.942255286374,1086.504025696681,1058.835323134015,1051.558174625403,915.3177153059795,826.2469857162863,622.4205128833496,331.0918103206833,162.2448645147738,168.2574457358913,182.2321215516034,191.3913919619101,127.9444461560006,240.7461489987397,363.6289329225599,471.9030681977313,374.2899061756057,890.7199198291556,1107.456555104327,1155.638595784904,1139.465974303318,1123.905447416328,1058.126677286094
5,"(2,3)",休息日-低负荷期,625.4012745098039,843.0366666666665,871.8013235294118,829.5385784313727,842.1346568627453,674.5974509803921,708.4562745098038,653.5307352941176,259.3621568627451,70.48764705882353,91.66019607843137,107.4052941176471,112.6556862745098,59.29490196078432,146.8086274509804,274.7811274509804,404.3261274509804,258.6358823529412,752.6321078431372,894.6909803921569,930.3458333333334,916.1850980392156,890.9485294117648,767.4726470588234
6,"(3,1)",同类日-高负荷期,952.6332142857143,1116.052023809524,1149.547380952381,1143.014285714286,1127.5475,987.3474999999999,853.7761904761904,535.5857142857142,174.9095238095238,68.86190476190477,79.47142857142859,104.4808333333333,347.4152380952381,302.0533333333333,407.4341666666667,528.8152380952381,616.9484523809524,532.4722619047619,1050.167261904762,1319.215119047619,1364.910357142857,1337.243809523809,1324.262738095238,1239.24380952381
7,"(3,2)",同类日-中间负荷期1,759.5085357142857,945.9451071428572,970.6597142857141,946.806357142857,950.0699642857144,810.6903928571428,739.8555714285716,656.5708214285714,324.8973571428571,79.36942857142859,106.908,111.823,256.53,182.1928571428572,293.6633571428571,436.5448571428572,543.0568928571429,431.7214285714285,893.5455357142857,1112.15675,1157.273821428572,1145.424392857143,1124.9155,1043.475035714285
8,"(3,3)",同类日-低负荷期,526.7271875,716.7443125,757.9651250000001,731.8222499999999,747.0159062500001,610.05765625,547.268875,375.338875,111.003125,42.603125,50.60809375,67.753125,129.91025,85.59025,134.39021875,176.09021875,255.2608125,198.3724375,671.00128125,838.05646875,866.35759375,844.7142187500001,817.75028125,730.5829375
