internal_model_id,external_model_id,model_name,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0,"(1,1)",工作日-高负荷期,309.2085483870969,362.3037096774194,368.6448387096773,370.831935483871,353.0726612903225,350.3956451612904,342.0670161290323,299.2287096774194,288.6016935483872,297.8061290322581,299.4004838709677,195.9815322580646,226.322620967742,269.5529032258065,262.2318951612903,251.4911693548387,172.3987903225807,56.69564516129032,33.13475806451612,28.1641935483871,33.68637096774193,54.49161290322581,228.5448387096775,300.7033064516129
1,"(2,1)",休息日-高负荷期,759.1976080463273,754.7895027430662,816.19436802804,789.6462627247793,793.7933927156356,802.1396697653155,720.2785644620542,511.7381062176167,320.6822950320025,290.8606309052118,291.0239667784212,191.8494202986894,220.713932642487,259.0063861627553,256.1706043889058,240.1948226150564,157.5978643706187,52.33675906735751,33.22953611703749,28.10493081377628,30.59944315757391,35.72248491313624,203.962585492228,249.7418037183786
2,"(3,1)",同类日-高负荷期,775.6175961538461,817.978173076923,825.21484375,824.8696394230769,827.8810576923078,808.5923197115384,717.9164302884615,418.3785576923077,291.5280168269231,293.9292788461539,292.3746995192308,192.6448557692308,231.9225120192308,263.7411177884615,262.9942908653846,256.4958533653846,173.3598317307692,75.32181490384616,46.88981971153846,29.80033653846154,27.14356971153846,28.90705528846154,604.8538942307694,708.6742067307691
3,"(3,2)",同类日-低负荷期,7.6205,7.343000000000001,7.5905,7.560499999999999,7.358,7.643000000000001,7.868,23.61049999999999,54.9005,42.46550000000001,25.283,12.668,20.0175,27.48,34.1175,37.83,30.51,6.7425,7.365,7.005,7.447500000000001,7.117500000000001,97.89750000000001,87.14250000000001
