internal_model_id,external_model_id,model_name,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0,"(1,1)",工作日-常规期,163.1715042372881,176.134343220339,179.9940042372881,172.6389406779661,172.6266101694916,161.1664406779661,134.6781144067797,88.25915254237286,130.6608898305085,127.5092372881356,105.7516101694915,101.6596610169492,69.92516949152542,120.5815254237288,132.8442372881356,162.8488983050847,236.3429449152542,258.3603389830508,274.521313559322,248.0658474576271,232.1388771186441,211.7304025423729,199.932033898305,197.6629872881356
1,"(2,1)",休息日-常规期,156.7459612010934,159.6518935375954,162.3160345355146,155.976612541308,157.2465212557627,147.1852685528946,111.0411812043572,62.17957417078047,73.33328209783362,53.08387978866632,35.61910346375098,22.06068540655216,34.46915711313288,51.66306189057975,60.69515564440456,93.16266278405614,162.9691659866998,213.202716433438,253.2857550691526,236.1160771694341,224.2136433642038,213.1347528660602,196.0527718167354,186.5241175390641
2,"(3,1)",同类日-常规期,171.2143541666667,179.9288958333333,183.8103958333333,173.1153333333333,178.666875,167.4758333333333,138.2673958333334,98.10939583333334,116.72875,89.89704166666667,62.03997916666666,42.66583333333333,71.64541666666668,99.49458333333332,125.4075,169.7779166666667,239.8479166666666,271.695875,281.2313541666666,271.1441041666667,253.1706875,244.51525,232.5171458333333,223.4690208333333
