internal_model_id,external_model_id,model_name,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0,R01,全年工作日型晚高峰型,35.06312977099237,33.11088549618321,32.42612977099237,29.28929770992367,25.58358778625954,28.45715267175573,35.61764885496183,38.65174809160305,28.2584427480916,27.06666412213741,32.00748091603053,34.08890839694656,32.23903053435114,29.1559465648855,28.01640458015267,28.79828244274809,34.0505606870229,44.66809370229007,47.13438511450381,48.97239398854962,49.98872366412214,51.19029742366412,48.35263473282443,41.49739923664121
1,R02,夏季工作日型夜间偏高型,80.33108737864079,73.44675728155339,69.19939805825243,64.05710679611651,57.4908932038835,57.42495145631067,59.6391844660194,56.40716504854369,51.00955339805824,54.68353398058253,66.29126213592232,76.7392427184466,88.37784466019417,86.61920388349513,79.68046601941748,76.08425242718447,77.67932038834951,84.983359223301,90.20807766990293,96.04031067961165,101.5237281553398,105.0750873786408,104.1579029126214,93.46433009708737
